,user.id,first_name,last_name,username,phone,user.access_hash,is_bot
0,6411519576,Bot Telegram 2.0,,RedDevil13Bot,a_None,-6061960399635501159,True
1,1087968824,Group,,GroupAnonymousBot,a_None,5609338882307872252,True
2,1974284144,@joinhide10_bot,,joinhide10_bot,a_None,6476220995175177129,True
3,380207703,AntiServiceMessageBot,,AntiServiceMessageBot,a_None,7029031608377690992,True
4,1759845497,SEA Services,,SEA_Thailand,a_None,1107679076278595386,False
5,6108880658,Реклама,,your_telegram_ads_bot,a_None,3411213626229055155,True
6,5351213238,Ban Bot,,easy_ban_bot,a_None,3344353474909347031,True
7,5383423026,А,,andryylest,a_None,-8291399061950045264,False
8,6181991232,SEA,Admin,SEA_Mod,a_None,4690935575048964359,False
9,5324850058,Тайский бот,,thai_ads_bot,a_None,8666112044282460830,True
10,5422460569,Victoria,,HotDealSiam,a_None,5111061011425986524,False
11,5093858011,Недвижимость Паттайя 🌇 🇹🇭,,nedvizhimost_pattaya_bot,a_None,-7405359153669926328,True
12,1230480769,RemoveJoinGroupMsgBot by @Bot442,,RemoveJoinGroupMsgBot,a_None,-1442781356691951686,True
13,5023815234,Delete Invited Message Bot,,Delete_Invited_Message_Bot,a_None,-5627805368899478690,True
